include,text,sql,base_id,sql_id
,share schools with development plan by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where devplan = 1 group by year, district",29,95
,share schools with development plan by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.school_level = b.school_level) as 'value', 3 as queryType from census as b where devplan = 1 group by year, school_level",29,124
,share schools with development plan in Moyamba district by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Moyamba"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Moyamba"" and  devplan = 1 group by year, school_level",29,153
,share Secondary schools with development plan,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level in ('Juior Secondary', 'Senior Secondary') and a.year = b.year) as 'value', 3 as queryType from census as b where school_level in ('Juior Secondary', 'Senior Secondary') and devplan = 1 group by year",29,185
,share Primary schools with development plan in Moyamba district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Primary' and a.district=""Moyamba"" and  a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Primary' and b.district=""Moyamba"" and  devplan = 1 group by year",29,217
,share Pre-Primary schools with development plan by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Pre-Primary' and a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where school_level = 'Pre-Primary' and devplan = 1 group by year, district",29,249
,percentage schools with development plan,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year) as 'value', 3 as queryType from census as b where devplan = 1 group by year",29,29
,percentage schools with development plan in Moyamba district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Moyamba"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Moyamba"" and  devplan = 1 group by year",29,63
,percentage schools with development plan in each district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where devplan = 1 group by year, district",29,95
1,percentage schools with development plan by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.school_level = b.school_level) as 'value', 3 as queryType from census as b where devplan = 1 group by year, school_level",29,124
,percentage schools with development plan in Moyamba district by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Moyamba"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Moyamba"" and  devplan = 1 group by year, school_level",29,153
,percentage Secondary schools with development plan,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level in ('Juior Secondary', 'Senior Secondary') and a.year = b.year) as 'value', 3 as queryType from census as b where school_level in ('Juior Secondary', 'Senior Secondary') and devplan = 1 group by year",29,185
,percentage Primary schools with development plan in Moyamba district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Primary' and a.district=""Moyamba"" and  a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Primary' and b.district=""Moyamba"" and  devplan = 1 group by year",29,217
,percentage Pre-Primary schools with development plan in each district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Pre-Primary' and a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where school_level = 'Pre-Primary' and devplan = 1 group by year, district",29,249
,show me the share schools with development plan,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year) as 'value', 3 as queryType from census as b where devplan = 1 group by year",29,29
,show me the share schools with development plan in Moyamba district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Moyamba"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Moyamba"" and  devplan = 1 group by year",29,63
,show me the share schools with development plan by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where devplan = 1 group by year, district",29,95
,show me the share schools with development plan by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.school_level = b.school_level) as 'value', 3 as queryType from census as b where devplan = 1 group by year, school_level",29,124
,show me the share schools with development plan in Moyamba district by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Moyamba"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Moyamba"" and  devplan = 1 group by year, school_level",29,153
,show me the share Secondary schools with development plan,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level in ('Juior Secondary', 'Senior Secondary') and a.year = b.year) as 'value', 3 as queryType from census as b where school_level in ('Juior Secondary', 'Senior Secondary') and devplan = 1 group by year",29,185
,show me the share Primary schools with development plan in Moyamba district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Primary' and a.district=""Moyamba"" and  a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Primary' and b.district=""Moyamba"" and  devplan = 1 group by year",29,217
,show me the share Pre-Primary schools with development plan by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Pre-Primary' and a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where school_level = 'Pre-Primary' and devplan = 1 group by year, district",29,249
,what is the share schools with development plan,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year) as 'value', 3 as queryType from census as b where devplan = 1 group by year",29,29
,what is the share schools with development plan in Moyamba district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Moyamba"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Moyamba"" and  devplan = 1 group by year",29,63
,what is the share schools with development plan by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where devplan = 1 group by year, district",29,95
,what is the share schools with development plan by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.school_level = b.school_level) as 'value', 3 as queryType from census as b where devplan = 1 group by year, school_level",29,124
,what is the share schools with development plan in Moyamba district by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Moyamba"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Moyamba"" and  devplan = 1 group by year, school_level",29,153
,what is the share Secondary schools with development plan,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level in ('Juior Secondary', 'Senior Secondary') and a.year = b.year) as 'value', 3 as queryType from census as b where school_level in ('Juior Secondary', 'Senior Secondary') and devplan = 1 group by year",29,185
,what is the share Primary schools with development plan in Moyamba district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Primary' and a.district=""Moyamba"" and  a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Primary' and b.district=""Moyamba"" and  devplan = 1 group by year",29,217
,what is the share Pre-Primary schools with development plan by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Pre-Primary' and a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where school_level = 'Pre-Primary' and devplan = 1 group by year, district",29,249
,how many schools have a development plan,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where devplan = 1 group by year",30,30
,how many schools have a development plan in Kambia district,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where district=""Kambia"" and  devplan = 1 group by year",30,64
,how many schools have a development plan by district,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where devplan = 1 group by year, district",30,96
,how many schools have a development plan by school level,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where devplan = 1 group by year, school_level",30,125
,how many schools have a development plan in Kambia district by school level,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where district=""Kambia"" and  devplan = 1 group by year, school_level",30,154
,how many Senior Secondary schools have a development plan,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level = 'Senior Secondary' and devplan = 1 group by year",30,186
,how many Junior Secondary schools have a development plan in Kambia district,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level = 'Junior Secondary' and district=""Kambia"" and  devplan = 1 group by year",30,218
,how many Secondary schools have a development plan by district,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level in ('Juior Secondary', 'Senior Secondary') and devplan = 1 group by year, district",30,250
,how many schools have a development plan in each district,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where devplan = 1 group by year, district",30,96
,how many Secondary schools have a development plan in each district,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level in ('Juior Secondary', 'Senior Secondary') and devplan = 1 group by year, district",30,250
,show me the how many schools have a development plan,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where devplan = 1 group by year",30,30
,show me the how many schools have a development plan in Kambia district,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where district=""Kambia"" and  devplan = 1 group by year",30,64
,show me the how many schools have a development plan by district,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where devplan = 1 group by year, district",30,96
,show me the how many schools have a development plan by school level,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where devplan = 1 group by year, school_level",30,125
,show me the how many schools have a development plan in Kambia district by school level,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where district=""Kambia"" and  devplan = 1 group by year, school_level",30,154
,show me the how many Senior Secondary schools have a development plan,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level = 'Senior Secondary' and devplan = 1 group by year",30,186
,show me the how many Junior Secondary schools have a development plan in Kambia district,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level = 'Junior Secondary' and district=""Kambia"" and  devplan = 1 group by year",30,218
,show me the how many Secondary schools have a development plan by district,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level in ('Juior Secondary', 'Senior Secondary') and devplan = 1 group by year, district",30,250
,share schools with regular CTA meetings,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year) as 'value', 3 as queryType from census as b where cta >0 group by year",31,31
,share schools with regular CTA meetings in Bonthe district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Bonthe"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Bonthe"" and  cta >0 group by year",31,65
,share schools with regular CTA meetings by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where cta >0 group by year, district",31,97
,share schools with regular CTA meetings by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.school_level = b.school_level) as 'value', 3 as queryType from census as b where cta >0 group by year, school_level",31,126
,share schools with regular CTA meetings in Bonthe district by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Bonthe"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Bonthe"" and  cta >0 group by year, school_level",31,155
,share Primary schools with regular CTA meetings,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Primary' and a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Primary' and cta >0 group by year",31,187
,share Pre-Primary schools with regular CTA meetings in Bonthe district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Pre-Primary' and a.district=""Bonthe"" and  a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Pre-Primary' and b.district=""Bonthe"" and  cta >0 group by year",31,219
,share Senior Secondary schools with regular CTA meetings by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Senior Secondary' and a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where school_level = 'Senior Secondary' and cta >0 group by year, district",31,251
,percentage schools with regular CTA meetings,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year) as 'value', 3 as queryType from census as b where cta >0 group by year",31,31
,percentage schools with regular CTA meetings in Bonthe district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Bonthe"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Bonthe"" and  cta >0 group by year",31,65
,percentage schools with regular CTA meetings in each district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where cta >0 group by year, district",31,97
,percentage schools with regular CTA meetings by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.school_level = b.school_level) as 'value', 3 as queryType from census as b where cta >0 group by year, school_level",31,126
,percentage schools with regular CTA meetings in Bonthe district by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Bonthe"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Bonthe"" and  cta >0 group by year, school_level",31,155
,percentage Primary schools with regular CTA meetings,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Primary' and a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Primary' and cta >0 group by year",31,187
,percentage Pre-Primary schools with regular CTA meetings in Bonthe district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Pre-Primary' and a.district=""Bonthe"" and  a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Pre-Primary' and b.district=""Bonthe"" and  cta >0 group by year",31,219
,percentage Senior Secondary schools with regular CTA meetings in each district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Senior Secondary' and a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where school_level = 'Senior Secondary' and cta >0 group by year, district",31,251
,show me the share schools with regular CTA meetings,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year) as 'value', 3 as queryType from census as b where cta >0 group by year",31,31
,show me the share schools with regular CTA meetings in Bonthe district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Bonthe"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Bonthe"" and  cta >0 group by year",31,65
,show me the share schools with regular CTA meetings by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where cta >0 group by year, district",31,97
,show me the share schools with regular CTA meetings by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.school_level = b.school_level) as 'value', 3 as queryType from census as b where cta >0 group by year, school_level",31,126
,show me the share schools with regular CTA meetings in Bonthe district by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Bonthe"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Bonthe"" and  cta >0 group by year, school_level",31,155
,show me the share Primary schools with regular CTA meetings,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Primary' and a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Primary' and cta >0 group by year",31,187
,show me the share Pre-Primary schools with regular CTA meetings in Bonthe district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Pre-Primary' and a.district=""Bonthe"" and  a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Pre-Primary' and b.district=""Bonthe"" and  cta >0 group by year",31,219
,show me the share Senior Secondary schools with regular CTA meetings by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Senior Secondary' and a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where school_level = 'Senior Secondary' and cta >0 group by year, district",31,251
,what is the share schools with regular CTA meetings,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year) as 'value', 3 as queryType from census as b where cta >0 group by year",31,31
,what is the share schools with regular CTA meetings in Bonthe district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Bonthe"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Bonthe"" and  cta >0 group by year",31,65
,what is the share schools with regular CTA meetings by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where cta >0 group by year, district",31,97
,what is the share schools with regular CTA meetings by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.school_level = b.school_level) as 'value', 3 as queryType from census as b where cta >0 group by year, school_level",31,126
,what is the share schools with regular CTA meetings in Bonthe district by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Bonthe"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Bonthe"" and  cta >0 group by year, school_level",31,155
,what is the share Primary schools with regular CTA meetings,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Primary' and a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Primary' and cta >0 group by year",31,187
,what is the share Pre-Primary schools with regular CTA meetings in Bonthe district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Pre-Primary' and a.district=""Bonthe"" and  a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Pre-Primary' and b.district=""Bonthe"" and  cta >0 group by year",31,219
,what is the share Senior Secondary schools with regular CTA meetings by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Senior Secondary' and a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where school_level = 'Senior Secondary' and cta >0 group by year, district",31,251
,how many schools don't hold CTA meetings,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where cta =0 group by year",32,32
,how many schools don't hold CTA meetings in Kono district,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where district=""Kono"" and  cta =0 group by year",32,66
,how many schools don't hold CTA meetings by district,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where cta =0 group by year, district",32,98
,how many schools don't hold CTA meetings by school level,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where cta =0 group by year, school_level",32,127
,how many schools don't hold CTA meetings in Kono district by school level,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where district=""Kono"" and  cta =0 group by year, school_level",32,156
,how many Junior Secondary schools don't hold CTA meetings,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level = 'Junior Secondary' and cta =0 group by year",32,188
,how many Secondary schools don't hold CTA meetings in Kono district,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level in ('Juior Secondary', 'Senior Secondary') and district=""Kono"" and  cta =0 group by year",32,220
,how many Primary schools don't hold CTA meetings by district,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level = 'Primary' and cta =0 group by year, district",32,252
,how many schools don't hold CTA meetings in each district,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where cta =0 group by year, district",32,98
1,how many Primary schools don't hold CTA meetings in each district,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level = 'Primary' and cta =0 group by year, district",32,252
,show me the how many schools don't hold CTA meetings,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where cta =0 group by year",32,32
,show me the how many schools don't hold CTA meetings in Kono district,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where district=""Kono"" and  cta =0 group by year",32,66
,show me the how many schools don't hold CTA meetings by district,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where cta =0 group by year, district",32,98
,show me the how many schools don't hold CTA meetings by school level,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where cta =0 group by year, school_level",32,127
,show me the how many schools don't hold CTA meetings in Kono district by school level,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where district=""Kono"" and  cta =0 group by year, school_level",32,156
,show me the how many Junior Secondary schools don't hold CTA meetings,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level = 'Junior Secondary' and cta =0 group by year",32,188
,show me the how many Secondary schools don't hold CTA meetings in Kono district,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level in ('Juior Secondary', 'Senior Secondary') and district=""Kono"" and  cta =0 group by year",32,220
,show me the how many Primary schools don't hold CTA meetings by district,"select 'total schools' as 'group', year as 'key', count(*) as 'value', 1 as queryType from census where school_level = 'Primary' and cta =0 group by year, district",32,252
,mean pupil teacher ratio,"select 'mean' as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census group by year",33,33
,mean pupil teacher ratio in Western Area Rural district,"select 'mean' as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census where district=""Western Area Rural"" group by year",33,67
,mean pupil teacher ratio by district,"select district as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census group by year, district",33,99
,mean pupil teacher ratio by school level,"select school_level as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census group by year, school_level",33,128
,mean pupil teacher ratio in Western Area Rural district by school level,"select school_level as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census where district=""Western Area Rural"" group by year, school_level",33,157
,mean pupil teacher ratio among Pre-Primary schools,"select 'mean' as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census  where school_level = 'Pre-Primary' group by year",33,189
,mean pupil teacher ratio in Western Area Rural district among Senior Secondary schools,"select 'mean' as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census where school_level = 'Senior Secondary' and district=""Western Area Rural"" group by year",33,221
,mean pupil teacher ratio by district among Junior Secondary schools,"select district as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census  where school_level = 'Junior Secondary' group by year, district",33,253
1,average student teacher ratio,"select 'mean' as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census group by year",33,33
,average student teacher ratio in Western Area Rural district,"select 'mean' as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census where district=""Western Area Rural"" group by year",33,67
,average student teacher ratio in each district,"select district as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census group by year, district",33,99
,average student teacher ratio by school level,"select school_level as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census group by year, school_level",33,128
,average student teacher ratio in Western Area Rural district by school level,"select school_level as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census where district=""Western Area Rural"" group by year, school_level",33,157
,average student teacher ratio among Pre-Primary schools,"select 'mean' as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census  where school_level = 'Pre-Primary' group by year",33,189
,average student teacher ratio in Western Area Rural district among Senior Secondary schools,"select 'mean' as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census where school_level = 'Senior Secondary' and district=""Western Area Rural"" group by year",33,221
,average student teacher ratio in each district among Junior Secondary schools,"select district as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census  where school_level = 'Junior Secondary' group by year, district",33,253
,show me the mean pupil teacher ratio,"select 'mean' as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census group by year",33,33
,show me the mean pupil teacher ratio in Western Area Rural district,"select 'mean' as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census where district=""Western Area Rural"" group by year",33,67
,show me the mean pupil teacher ratio by district,"select district as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census group by year, district",33,99
,show me the mean pupil teacher ratio by school level,"select school_level as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census group by year, school_level",33,128
,show me the mean pupil teacher ratio in Western Area Rural district by school level,"select school_level as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census where district=""Western Area Rural"" group by year, school_level",33,157
,show me the mean pupil teacher ratio among Pre-Primary schools,"select 'mean' as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census  where school_level = 'Pre-Primary' group by year",33,189
,show me the mean pupil teacher ratio in Western Area Rural district among Senior Secondary schools,"select 'mean' as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census where school_level = 'Senior Secondary' and district=""Western Area Rural"" group by year",33,221
,show me the mean pupil teacher ratio by district among Junior Secondary schools,"select district as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census  where school_level = 'Junior Secondary' group by year, district",33,253
,what is the mean pupil teacher ratio,"select 'mean' as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census group by year",33,33
,what is the mean pupil teacher ratio in Western Area Rural district,"select 'mean' as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census where district=""Western Area Rural"" group by year",33,67
,what is the mean pupil teacher ratio by district,"select district as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census group by year, district",33,99
,what is the mean pupil teacher ratio by school level,"select school_level as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census group by year, school_level",33,128
,what is the mean pupil teacher ratio in Western Area Rural district by school level,"select school_level as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census where district=""Western Area Rural"" group by year, school_level",33,157
,what is the mean pupil teacher ratio among Pre-Primary schools,"select 'mean' as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census  where school_level = 'Pre-Primary' group by year",33,189
,what is the mean pupil teacher ratio in Western Area Rural district among Senior Secondary schools,"select 'mean' as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census where school_level = 'Senior Secondary' and district=""Western Area Rural"" group by year",33,221
,what is the mean pupil teacher ratio by district among Junior Secondary schools,"select district as 'group', year as 'key', avg(pupil_teacher_ratio) as 'value', 3 as queryType from census  where school_level = 'Junior Secondary' group by year, district",33,253
,mean school size,"select 'mean' as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census group by year",34,34
,mean school size in Kailahun district,"select 'mean' as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census where district=""Kailahun"" group by year",34,68
